de,a,"from (manual)","to (manual)",Timezone,"Activity type",Data,GPS,Modified
2019-05-22T15:40:00+02:00,2019-05-22T16:03:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":66,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2524,""distance"":1929,""elevation"":99,""metcumul"":99}",,2019-05-23T09:30:08+02:00
2019-05-23T10:18:00+02:00,2019-05-23T10:44:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":74,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2785,""distance"":2147,""elevation"":111,""metcumul"":111}",,2019-05-23T16:19:46+02:00
2019-05-23T15:48:00+02:00,2019-05-23T16:15:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":77,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2931,""distance"":2264,""elevation"":116,""metcumul"":116}",,2019-05-24T08:37:53+02:00
2019-05-24T10:03:00+02:00,2019-05-24T10:13:00+02:00,,,Europe/Amsterdam,Running,"{""calories"":79,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1483,""distance"":1746,""elevation"":120,""metcumul"":120}",,2019-05-24T23:37:37+02:00
2019-05-25T00:15:00+02:00,2019-05-25T00:19:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":11,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":392,""distance"":272,""elevation"":15,""metcumul"":15}",,2019-05-26T08:50:49+02:00
2019-05-26T10:33:00+02:00,2019-05-26T11:09:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":103,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":3529,""distance"":2694,""elevation"":143,""metcumul"":143}",,2019-05-27T07:45:25+02:00
2019-06-07T10:01:00+02:00,2019-06-07T11:15:00+02:00,,,Europe/Madrid,Other,"{""calories"":386,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1926,""distance"":1381,""elevation"":111,""metcumul"":111}",,2019-06-10T08:32:01+02:00
2019-06-09T13:09:00+02:00,2019-06-09T13:54:00+02:00,,,Europe/Madrid,Other,"{""calories"":234,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2242,""distance"":1553,""elevation"":106,""metcumul"":106}",,2019-06-10T08:32:01+02:00
2019-06-09T14:24:00+02:00,2019-06-09T14:38:00+02:00,,,Europe/Madrid,Walking,"{""calories"":40,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1527,""distance"":1167,""elevation"":60,""metcumul"":60}",,2019-06-10T08:32:01+02:00
2019-06-09T18:50:00+02:00,2019-06-09T20:11:00+02:00,,,Europe/Madrid,Other,"{""calories"":422,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2289,""distance"":1614,""elevation"":134,""metcumul"":134}",,2019-06-10T08:32:02+02:00
2019-06-10T08:32:00+02:00,2019-06-10T08:43:00+02:00,,,Europe/Madrid,Walking,"{""calories"":31,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1359,""distance"":1229,""elevation"":62,""metcumul"":62}",,2019-06-13T20:02:01+02:00
2019-06-10T15:49:00+02:00,2019-06-10T16:02:00+02:00,,,Europe/Madrid,Walking,"{""calories"":37,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1195,""distance"":886,""elevation"":48,""metcumul"":48}",,2019-06-13T20:02:01+02:00
2019-06-10T16:12:00+02:00,2019-06-10T16:24:00+02:00,,,Europe/Madrid,Walking,"{""calories"":34,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1094,""distance"":787,""elevation"":44,""metcumul"":44}",,2019-06-13T20:02:02+02:00
2019-06-10T16:48:00+02:00,2019-06-10T17:04:00+02:00,,,Europe/Madrid,Walking,"{""calories"":46,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1513,""distance"":1164,""elevation"":60,""metcumul"":60}",,2019-06-21T07:11:29+02:00
2019-06-10T19:34:00+02:00,2019-06-10T19:49:00+02:00,,,Europe/Madrid,Walking,"{""calories"":43,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1326,""distance"":916,""elevation"":53,""metcumul"":53}",,2019-06-21T07:11:30+02:00
2019-06-11T18:53:00+02:00,2019-06-11T18:57:00+02:00,,,Europe/Madrid,Walking,"{""calories"":11,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":480,""distance"":375,""elevation"":18,""metcumul"":18}",,2019-06-21T07:11:30+02:00
2019-06-12T14:53:00+02:00,2019-06-12T15:03:00+02:00,,,Europe/Madrid,Walking,"{""calories"":28,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":782,""distance"":618,""elevation"":32,""metcumul"":32}",,2019-06-21T07:11:30+02:00
2019-06-12T15:53:00+02:00,2019-06-12T16:00:00+02:00,,,Europe/Madrid,Walking,"{""calories"":20,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":713,""distance"":545,""elevation"":28,""metcumul"":28}",,2019-06-21T07:11:31+02:00
2019-06-12T19:42:00+02:00,2019-06-12T20:01:00+02:00,,,Europe/Madrid,Other,"{""calories"":99,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":626,""distance"":451,""elevation"":35,""metcumul"":35}",,2019-06-21T07:11:31+02:00
2019-06-17T18:46:00+02:00,2019-06-17T18:59:00+02:00,,,Europe/Madrid,Walking,"{""calories"":37,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1248,""distance"":928,""elevation"":50,""metcumul"":50}",,2019-06-22T22:13:39+02:00
2019-06-18T15:07:00+02:00,2019-06-18T15:22:00+02:00,,,Europe/Madrid,Walking,"{""calories"":43,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1314,""distance"":907,""elevation"":53,""metcumul"":53}",,2019-06-22T22:13:39+02:00
2019-06-19T20:05:00+02:00,2019-06-19T21:07:00+02:00,,,Europe/Madrid,Tennis,"{""calories"":226,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1638,""distance"":1149,""elevation"":93,""metcumul"":93}",,2019-06-22T22:13:39+02:00
2019-06-20T16:54:00+02:00,2019-06-20T17:00:00+02:00,,,Europe/Madrid,Walking,"{""calories"":17,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":455,""distance"":378,""elevation"":20,""metcumul"":20}",,2019-06-22T22:13:39+02:00
2019-06-20T17:24:00+02:00,2019-06-20T17:29:00+02:00,,,Europe/Madrid,Running,"{""calories"":35,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":507,""distance"":515,""elevation"":27,""metcumul"":27}",,2019-06-22T22:13:40+02:00
2019-06-20T18:45:00+02:00,2019-06-20T18:58:00+02:00,,,Europe/Madrid,Walking,"{""calories"":37,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":941,""distance"":690,""elevation"":40,""metcumul"":40}",,2019-06-22T22:13:40+02:00
2019-06-20T20:12:00+02:00,2019-06-20T20:22:00+02:00,,,Europe/Madrid,Running,"{""calories"":71,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1020,""distance"":979,""elevation"":50,""metcumul"":50}",,2019-06-22T22:13:40+02:00
2019-06-23T12:24:00+02:00,2019-06-23T13:13:00+02:00,,,Europe/Madrid,Other,"{""calories"":255,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2119,""distance"":1573,""elevation"":108,""metcumul"":108}",,2019-06-24T21:20:21+02:00
2019-06-24T15:15:00+02:00,2019-06-24T15:30:00+02:00,,,Europe/Madrid,Swimming,"{""calories"":67,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""laps"":0,""mvts"":0,""pool_length"":25,""type"":9}",,2019-06-24T21:21:16+02:00
2019-06-24T18:45:00+02:00,2019-06-24T19:15:00+02:00,,,Europe/Madrid,Walking,"{""calories"":86,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":0,""distance"":0,""elevation"":0,""metcumul"":0}",,2019-06-24T21:22:04+02:00
2019-06-27T17:12:00+02:00,2019-06-27T17:20:00+02:00,,,Europe/Madrid,Walking,"{""calories"":23,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":681,""distance"":508,""elevation"":28,""metcumul"":28}",,2019-07-12T13:00:14+02:00
2019-06-28T08:20:00+02:00,2019-06-28T08:30:00+02:00,,,Europe/Madrid,Walking,"{""calories"":28,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":979,""distance"":727,""elevation"":39,""metcumul"":39}",,2019-07-12T13:00:14+02:00
2019-07-17T20:16:00+02:00,2019-07-17T20:24:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":23,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":731,""distance"":535,""elevation"":29,""metcumul"":29}",,2019-07-22T07:13:59+02:00
2019-07-17T20:30:00+02:00,2019-07-17T20:44:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":40,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1369,""distance"":989,""elevation"":54,""metcumul"":54}",,2019-07-22T07:13:59+02:00
2019-07-17T21:14:00+02:00,2019-07-17T21:27:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":37,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1328,""distance"":971,""elevation"":52,""metcumul"":52}",,2019-07-22T07:14:00+02:00
2019-07-17T21:59:00+02:00,2019-07-17T22:21:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":63,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2017,""distance"":1478,""elevation"":80,""metcumul"":80}",,2019-07-22T07:14:00+02:00
2019-07-18T08:11:00+02:00,2019-07-18T08:15:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":11,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":347,""distance"":256,""elevation"":14,""metcumul"":14}",,2019-07-22T07:14:00+02:00
2019-07-21T11:02:00+02:00,2019-07-21T11:19:00+02:00,,,Europe/Amsterdam,Running,"{""calories"":131,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2521,""distance"":2989,""elevation"":203,""metcumul"":203}",,2019-07-22T07:14:30+02:00
2019-07-23T10:38:00+02:00,2019-07-23T10:56:00+02:00,,,Europe/Amsterdam,Running,"{""calories"":139,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2745,""distance"":3319,""elevation"":218,""metcumul"":218}",,2019-07-29T09:59:23+02:00
2019-07-24T09:43:00+02:00,2019-07-24T09:55:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":34,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1300,""distance"":968,""elevation"":51,""metcumul"":51}",,2019-07-29T09:59:18+02:00
2019-07-24T20:37:00+02:00,2019-07-24T20:55:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":51,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1693,""distance"":1191,""elevation"":67,""metcumul"":67}",,2019-07-29T09:59:19+02:00
2019-07-26T12:41:00+02:00,2019-07-26T12:53:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":34,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1290,""distance"":939,""elevation"":50,""metcumul"":50}",,2019-07-29T09:59:52+02:00
2019-07-26T12:54:00+02:00,2019-07-26T13:01:00+02:00,,,Europe/Amsterdam,Running,"{""calories"":50,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1035,""distance"":1215,""elevation"":77,""metcumul"":77}",,2019-07-29T09:59:52+02:00
2019-07-26T14:00:00+02:00,2019-07-26T14:40:00+02:00,,,Europe/Amsterdam,Cycling,"{""calories"":139,""intensity"":15,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":0,""distance"":0,""elevation"":0,""metcumul"":0}",,2019-07-29T10:01:29+02:00
2019-07-29T11:27:00+02:00,2019-07-29T11:37:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":28,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":809,""distance"":608,""elevation"":34,""metcumul"":34}",,2019-07-29T11:38:30+02:00
2019-08-10T21:38:00+02:00,2019-08-10T21:55:00+02:00,,,Europe/Madrid,Walking,"{""calories"":48,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1569,""distance"":1153,""elevation"":63,""metcumul"":63}",,2019-08-13T18:29:25+02:00
2019-08-10T22:28:00+02:00,2019-08-10T22:45:00+02:00,,,Europe/Madrid,Walking,"{""calories"":48,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1612,""distance"":1098,""elevation"":63,""metcumul"":63}",,2019-08-13T18:29:25+02:00
2019-08-12T17:40:06+02:00,2019-08-12T17:58:14+02:00,,,Europe/Madrid,Swimming,"{""calories"":81,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""laps"":14,""mvts"":218,""pool_length"":25,""type"":9}",,2019-08-13T18:29:45+02:00
2019-08-13T18:13:16+02:00,2019-08-13T18:26:35+02:00,,,Europe/Madrid,Swimming,"{""calories"":59,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""laps"":7,""mvts"":93,""pool_length"":25,""type"":9}",,2019-08-23T12:10:37+02:00
2019-08-14T22:37:00+02:00,2019-08-14T22:55:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":51,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1679,""distance"":1148,""elevation"":67,""metcumul"":67}",,2019-09-02T07:10:11+02:00
2019-08-15T21:41:00+02:00,2019-08-15T21:58:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":48,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1262,""distance"":868,""elevation"":53,""metcumul"":53}",,2019-09-02T07:10:11+02:00
2019-08-16T09:15:00+02:00,2019-08-16T09:19:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":11,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":412,""distance"":327,""elevation"":16,""metcumul"":16}",,2019-09-02T07:10:11+02:00
2019-08-16T09:20:00+02:00,2019-08-16T09:25:00+02:00,,,Europe/Amsterdam,Running,"{""calories"":36,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":709,""distance"":854,""elevation"":57,""metcumul"":57}",,2019-09-02T07:10:11+02:00
2019-08-19T12:24:00+02:00,2019-08-19T12:33:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":25,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":961,""distance"":754,""elevation"":38,""metcumul"":38}",,2019-09-02T07:10:11+02:00
2019-08-19T15:52:00+02:00,2019-08-19T16:19:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":77,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2913,""distance"":2332,""elevation"":117,""metcumul"":117}",,2019-09-02T07:10:11+02:00
2019-08-20T21:43:00+02:00,2019-08-20T21:48:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":14,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":463,""distance"":330,""elevation"":18,""metcumul"":18}",,2019-09-02T07:10:11+02:00
2019-08-21T16:16:00+02:00,2019-08-21T16:24:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":23,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":795,""distance"":577,""elevation"":31,""metcumul"":31}",,2019-09-02T07:10:12+02:00
2019-08-21T17:02:00+02:00,2019-08-21T17:13:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":31,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1183,""distance"":888,""elevation"":46,""metcumul"":46}",,2019-09-02T07:10:12+02:00
2019-08-22T11:21:00+02:00,2019-08-22T11:38:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":48,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1426,""distance"":1074,""elevation"":59,""metcumul"":59}",,2019-09-02T07:10:12+02:00
2019-08-22T16:25:00+02:00,2019-08-22T16:44:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":54,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1645,""distance"":1239,""elevation"":67,""metcumul"":67}",,2019-09-02T07:10:12+02:00
2019-08-23T21:29:00+02:00,2019-08-23T21:49:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":57,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1912,""distance"":1324,""elevation"":75,""metcumul"":75}",,2019-09-02T07:10:12+02:00
2019-08-26T11:22:00+02:00,2019-08-26T11:54:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":92,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2537,""distance"":1915,""elevation"":108,""metcumul"":108}",,2019-09-02T07:10:13+02:00
2019-08-26T15:15:00+02:00,2019-08-26T15:31:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":46,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1372,""distance"":1000,""elevation"":56,""metcumul"":56}",,2019-09-02T07:10:13+02:00
2019-08-27T10:11:00+02:00,2019-08-27T10:23:00+02:00,,,Europe/Amsterdam,Running,"{""calories"":88,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1739,""distance"":2035,""elevation"":141,""metcumul"":141}",,2019-09-02T07:10:13+02:00
2019-08-29T22:36:00+02:00,2019-08-29T23:06:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":86,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2557,""distance"":1649,""elevation"":103,""metcumul"":103}",,2019-09-02T07:10:13+02:00
2019-08-30T09:23:00+02:00,2019-08-30T09:27:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":11,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":241,""distance"":183,""elevation"":10,""metcumul"":10}",,2019-09-02T07:10:13+02:00
2019-08-30T09:28:00+02:00,2019-08-30T09:43:00+02:00,,,Europe/Amsterdam,Running,"{""calories"":107,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2027,""distance"":2245,""elevation"":141,""metcumul"":141}",,2019-09-02T07:10:13+02:00
2019-08-30T10:52:00+02:00,2019-08-30T11:14:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":63,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1871,""distance"":1399,""elevation"":77,""metcumul"":77}",,2019-09-02T07:10:13+02:00
2019-08-30T15:16:00+02:00,2019-08-30T15:21:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":14,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":505,""distance"":358,""elevation"":19,""metcumul"":19}",,2019-09-02T07:10:14+02:00
2019-08-30T15:27:00+02:00,2019-08-30T15:31:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":11,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":362,""distance"":265,""elevation"":14,""metcumul"":14}",,2019-09-02T07:10:14+02:00
2019-08-30T15:45:00+02:00,2019-08-30T16:12:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":77,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2541,""distance"":1958,""elevation"":104,""metcumul"":104}",,2019-09-02T07:10:14+02:00
2019-09-01T11:09:00+02:00,2019-09-01T11:14:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":14,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":484,""distance"":383,""elevation"":19,""metcumul"":19}",,2019-09-02T07:10:14+02:00
2019-09-01T11:15:00+02:00,2019-09-01T11:19:00+02:00,,,Europe/Amsterdam,Running,"{""calories"":28,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":480,""distance"":424,""elevation"":20,""metcumul"":20}",,2019-09-02T07:10:14+02:00
